OBJECTID	FEATUREID	EXCLUDE	latitude	longitude	meanMaxTemp	maxMaxTemp	meanJulyTemp	meanAugTemp	meanSummerTemp	meanDays_18	meanDays_20	meanDays_22	yearsMaxTemp_18	freqMaxTemp_18	yearsMaxTemp_20	freqMaxTemp_20	yearsMaxTemp_22	freqMaxTemp_22	brooktrout_occupied_data	spring_salamander_occupied_data	areasqkm	forest	elevation	fwsopenwater	fwswetland	impervious	developed	deg_barr_all	highresm	highreskm	upstream_culvertcount	forestaction1	forestaction2	forestaction3	forestaction4	damaction1	damaction2	damaction3	culvertaction1	culvertaction2	culvertaction3
198	821842	0	42.84106649	-72.71341077	21.24247245	22.68597433	18.32742397	17.70582787	17.40842491	42	7	1	34	1	30	0	6	0	0	0	2.7837	0.887487876	522.5382673	0.108632396	0.023278371	0.01842871	0.001939864	0	4165.496941	4.165496941	2	0.887487876	0.9	0.887487876	0.887487876	0	0	0	2	2	0
199	821855	0	42.84271446	-72.74934722	21.34261576	22.90666947	18.35812296	17.73524922	17.43660518	42	8	1	34	1	32	0	9	0	0	0	2.3562	0.993888464	510.3858309	0	0.037815126	0	0	0	780.3146382	0.780314638	0	0.993888464	0.993888464	0.993888464	0.993888464	0	0	0	0	0	0
200	821856	0	42.8522039	-72.74282272	21.16683898	22.64252856	18.24169187	17.61766816	17.32152666	38	6	1	34	1	30	0	8	0	0	0	2.6748	0.999327052	497.4771961	0	0.013795424	0.002355316	0.000672948	0	3233.587524	3.233587524	0	0.999327052	0.999327052	0.999327052	0.999327052	0	0	0	0	0	0
201	821866	0	42.86062876	-72.84579306	20.52955019	22.57689437	17.52024138	16.89712693	16.60365662	22	4	1	34	1	24	0	3	0	0	0	16.5285	0.865886197	593.0419771	0.004138307	0.033487612	1.131500136	0.06795535	0	1523.166086	1.523166086	1	0.865886197	0.9	0.865886197	0.865886197	0	0	0	1	1	0
202	821867	0	42.86460553	-72.83409039	20.33294235	22.50437037	17.30059991	16.70108844	16.39916166	20	3	1	33	0	23	0	1	0	0	0	3.6342	0.823922734	578.1836901	0	0.059187717	0.324170381	0.025755324	0	2277.353369	2.277353369	3	0.823922734	0.9	0.823922734	0.823922734	0	0	0	3	3	0
203	821886	0	42.88528962	-72.92801081	19.43459382	21.34715784	16.83086286	16.21407495	15.93074207	12	3	0	32	0	9	0	0	0	0	0	3.0474	0.994388659	623.3642398	0	0.014176019	0.04754873	0.002067336	0	2500.290944	2.500290944	1	0.994388659	0.994388659	0.994388659	0.994388659	0	0	0	1	1	0
204	821896	0	42.85549186	-72.84242741	20.82341858	22.2817871	18.01410844	17.38821165	17.10236632	35	4	1	34	1	28	0	5	0	0	0	12.0384	0.886438397	602.7390555	0.005681818	0.027063397	1.150194378	0.072742225	0	131.1962315	0.131196232	0	0.886438397	0.9	0.886438397	0.886438397	0	0	0	0	0	0
205	821914	0	42.87426188	-72.92038042	20.75804084	22.39299131	17.53796236	16.87317407	16.60207197	22	4	1	34	1	25	0	3	0	0	0	256.6476	0.942927579	713.3485696	0.031385448	0.079578769	0.157239343	0.012161423	0	1049.193499	1.049193499	1	0.942927579	0.942927579	0.942927579	0.942927579	0	0	0	1	0	1
206	821915	0	42.86812095	-72.90997445	21.01161332	23.00053425	17.92286914	17.25970377	16.98981994	30	5	1	34	1	29	0	4	0	0	0	257.9418	0.943015052	712.8006201	0.031283801	0.079221359	0.156830727	0.012138785	0	404.254313	0.404254313	0	0.943015052	0.943015052	0.943015052	0.943015052	0	0	0	0	0	0
207	821922	0	42.8668877	-72.90468007	22.55759905	24.30415196	19.87359754	19.27909766	18.98086158	72	32	4	34	1	34	1	24	0	0	0	259.3341	0.942821249	711.9285411	0.031379599	0.078875859	0.156183086	0.012129142	0	474.6569255	0.474656925	0	0.942821249	0.942821249	0.942821249	0.942821249	0	0	0	0	0	0
208	821923	0	42.87022985	-72.90935951	22.49017167	24.22784818	19.78919873	19.17189409	18.88686446	72	27	3	34	1	34	1	24	0	0	0	144.8703	0.822584753	622.8521215	0.007852541	0.016984848	1.567060329	0.081053881	40	419.7759536	0.419775954	0	0.822584753	0.9	0.822584753	0.822584753	40	0	40	0	0	0
209	821931	0	42.87061435	-72.92920083	21.75085203	23.55016934	18.98526263	18.3738341	18.09168349	54	12	4	34	1	33	0	12	0	0	0	252.7857	0.942878098	715.0180607	0.031864935	0.080616506	0.152353555	0.011905737	0	819.3083031	0.819308303	0	0.942878098	0.942878098	0.942878098	0.942878098	0	0	0	0	0	0
210	821932	0	42.85751261	-72.81769092	21.52469316	23.17375779	18.70295885	18.09408627	17.7983682	49	12	2	34	1	32	0	9	0	0	0	7.6716	0.854293759	613.7535542	0	0.032379165	1.666588456	0.104645706	0	6187.957499	6.187957499	11	0.854293759	0.9	0.854293759	0.854293759	0	0	0	11	11	0
211	821945	0	42.889192	-73.03588826	21.04714202	22.84231297	18.30846952	17.70090784	17.43564655	38	6	4	34	1	29	0	4	0	0	0	6.8715	0.920366732	718.6556735	0.028028815	0.119318926	0.550360183	0.037197119	0	4037.192999	4.037192999	5	0.920366732	0.920366732	0.920366732	0.920366732	0	0	0	5	5	0
212	821961	0	42.87387983	-72.94525763	21.2158194	22.91498209	17.83604653	17.21721179	16.94136364	29	4	1	34	1	32	0	6	0	0	0	247.3308	0.942280541	714.925083	0.032567719	0.082358121	0.146736678	0.011702546	0	2335.934848	2.335934848	3	0.942280541	0.942280541	0.942280541	0.942280541	0	0	0	3	0	3
213	821977	0	42.85338375	-72.85458331	21.40455822	23.41578963	18.66395883	18.04781228	17.75212008	48	10	2	34	1	32	0	10	0	0	0	1.3122	0.736625514	549.4093903	0.001371742	0.010288066	1.347050754	0.091906722	0	1333.32274	1.33332274	1	0.736625514	0.9	0.8	0.736625514	0	0	0	1	1	0
214	821987	0	42.88551481	-73.02102675	19.66386128	21.65094491	16.9796753	16.35365678	16.08636993	15	2	0	32	0	14	0	0	0	0	0	2.0835	0.909719222	697.8203835	0.021598272	0.166306695	1.200431965	0.073434125	0	2741.494844	2.741494844	1	0.909719222	0.909719222	0.909719222	0.909719222	0	0	0	1	1	0
215	821988	0	42.88283235	-72.97474861	19.83452514	21.98700666	17.12301273	16.49974159	16.22616974	16	2	0	32	0	15	0	0	0	0	0	3.4857	0.905241415	737.3950924	0.002581978	0.008004131	0.292021689	0.024270591	0	5028.476366	5.028476366	2	0.905241415	0.905241415	0.905241415	0.905241415	0	0	0	2	2	0
216	822021	0	42.83516221	-72.6986327	22.25764518	23.79606487	19.00503591	18.38500104	18.08659443	55	18	2	34	1	34	1	21	0	0	0	3.8745	0.976538908	512.2475424	0.002555168	0	0.109407666	0.014866434	0	5028.17526	5.02817526	0	0.976538908	0.976538908	0.976538908	0.976538908	0	0	0	0	0	0
217	822022	0	42.83582043	-72.68767596	21.60702091	23.16102419	18.91285313	18.29228618	17.99426497	54	13	2	34	1	32	0	13	0	0	0	1.5345	0.797653959	504.2308029	0	0	0.386510264	0.056891496	0	1732.144131	1.732144131	2	0.797653959	0.9	0.8	0.797653959	0	0	0	2	2	0
218	822058	0	42.86265359	-72.92539708	20.90572467	22.98055248	17.1672824	16.53791251	16.25575868	18	3	1	34	1	29	0	4	0	0	0	1.2717	0.973106865	606.7869539	0	0.004953999	0.077140835	0.007784855	0	1847.691271	1.847691271	2	0.973106865	0.973106865	0.973106865	0.973106865	0	0	0	2	2	0
219	822059	0	42.86160352	-72.91537463	21.59762273	24.17916929	17.55767616	16.94263617	16.65730684	24	3	1	34	1	33	0	12	0	0	0	1.3662	0.924242424	552.1963913	0.030961792	0.015151515	0.036890646	0.010540184	0	1335.382017	1.335382017	1	0.924242424	0.924242424	0.924242424	0.924242424	0	0	0	1	1	0
220	822070	0	42.85242051	-72.83941669	20.37643591	22.29296037	17.82281269	17.20029646	16.90765174	29	4	1	34	1	23	0	1	0	0	0	4.3038	0.943538269	584.0651577	0.015892932	0.015265579	0.232120452	0.015892932	0	715.9850406	0.715985041	0	0.943538269	0.943538269	0.943538269	0.943538269	0	0	0	0	0	0
221	822084	0	42.84773915	-72.84446674	22.66597622	24.2929899	19.11976997	18.50742494	18.21197594	56	18	3	34	1	34	1	28	0	0	0	0.8208	0.976973684	565.9730993	0.00877193	0.059210526	0	0	0	1175.284323	1.175284323	1	0.976973684	0.976973684	0.976973684	0.976973684	0	0	0	1	1	0
222	822128	0	42.84884253	-72.83585196	19.8836794	21.78610423	17.30859762	16.68671969	16.40050727	18	3	0	33	0	15	0	0	0	0	0	3.1482	0.964265294	595.6209338	0.006861063	0	0.250714694	0.016580903	0	377.9472791	0.377947279	2	0.964265294	0.964265294	0.964265294	0.964265294	0	0	0	2	2	0
223	822135	0	42.87493648	-72.96213547	19.23655038	21.28525609	16.56095175	15.94092591	15.66609634	9	1	0	30	0	8	0	0	0	0	0	4.3956	0.935298935	734.4245285	0	0.001228501	0.481981982	0.055282555	0	1544.012815	1.544012815	1	0.935298935	0.935298935	0.935298935	0.935298935	0	0	0	1	1	0
224	822136	0	42.83641609	-72.75172227	20.10489554	21.87920063	17.59885902	16.98170384	16.68460392	25	3	0	33	0	19	0	0	0	0	0	0.9261	1	473.3716298	0	0.007774538	0	0	0	1454.85198	1.45485198	0	1	1	1	1	0	0	0	0	0	0
225	822137	0	42.8357751	-72.7435426	20.60706948	22.090951	18.04549074	17.42956063	17.13176277	35	5	1	34	1	25	0	2	0	0	0	5.571	0.991114701	498.5339247	0	0.025686591	0.028432956	0.006300485	0	1028.243579	1.028243579	0	0.991114701	0.991114701	0.991114701	0.991114701	0	0	0	0	0	0
226	822176	0	42.84393282	-72.82259601	20.40446473	22.63452152	17.66830547	17.05330525	16.75917852	26	3	1	34	1	24	0	1	0	0	0	1.881	0.970334928	607.7937481	0	0	0.304784689	0.022488038	0	3725.083262	3.725083262	3	0.970334928	0.970334928	0.970334928	0.970334928	0	0	0	3	3	0
227	822188	0	42.87144095	-72.97503176	18.9991973	21.20806567	16.26149062	15.63972666	15.36782729	6	1	0	28	0	7	0	0	0	0	0	0.9045	0.96318408	790.9224335	0	0	0.402985075	0.03681592	0	1066.566513	1.066566513	1	0.96318408	0.96318408	0.96318408	0.96318408	0	0	0	1	1	0
228	822221	0	42.84605879	-72.78213796	22.13090186	24.15327496	17.75771782	17.10050032	16.84590768	28	6	2	34	1	34	1	17	0	0	0	2.763	0.89771987	564.7654631	0	0.036156352	0.760260586	0.064169381	10	3075.527187	3.075527187	3	0.89771987	0.9	0.89771987	0.89771987	10	10	0	3	3	0
229	822242	1	42.86316082	-72.89527273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.8009	0.898194915	678.8179216	0.02460614	0.056342796	0.659153409	0.036687972	0	2150.487798	2.150487798	0	0.898194915	0.9	0.898194915	0.898194915	0	0	0	0	0	0
230	822249	0	42.83988135	-72.79028981	22.63894589	25.67306053	18.40747822	17.72282378	17.45814451	41	12	3	34	1	34	1	23	0	0	0	3.2742	0.915063222	565.5441228	0	0.012919186	0.043430456	0.010720176	0	3378.31464	3.37831464	1	0.915063222	0.915063222	0.915063222	0.915063222	0	0	0	1	1	0
231	822259	0	42.85396132	-72.87457385	20.518932	22.45229575	17.3460041	16.72767653	16.4358457	20	3	1	34	1	24	0	2	0	0	0	2.1366	0.797809604	523.7360442	0.066975569	0.01305813	0.352569503	0.032434709	0	1883.764055	1.883764055	5	0.797809604	0.9	0.8	0.797809604	0	0	0	5	5	0
232	822264	0	42.87751399	-73.00163931	19.51881861	21.55808694	16.29039993	15.6885634	15.40559241	8	2	0	31	0	12	0	0	0	0	0	3.834	0.879577465	737.0343229	0.011267606	0.057746479	0.199061033	0.012676056	8	3738.508579	3.738508579	2	0.879577465	0.9	0.879577465	0.879577465	8	8	0	2	2	0
233	822265	0	42.83927964	-72.83471586	20.27585462	21.8079586	17.04118825	16.42156378	16.14361711	15	2	0	34	1	20	0	0	0	0	0	1.0908	0.971947195	585.0099829	0.010726073	0	0	0	0	2191.87789	2.19187789	2	0.971947195	0.971947195	0.971947195	0.971947195	0	0	0	2	2	0
234	822301	0	42.86404984	-72.96912349	19.68821632	21.31110572	16.42747663	15.81555544	15.52848125	9	1	0	33	0	11	0	0	0	0	0	1.4337	0.91650973	771.3250411	0	0	0.50784683	0.07470182	1	980.3398972	0.980339897	0	0.91650973	0.91650973	0.91650973	0.91650973	1	1	0	0	0	0
235	822312	0	42.82741151	-72.67599153	20.65712815	22.42884167	17.67632538	17.07145828	16.7794611	29	4	2	34	1	24	0	2	0	0	0	2.6478	0.98946295	461.3459026	0.001359619	0.014615908	0.027192386	0.01053705	26	5014.816739	5.014816739	1	0.98946295	0.98946295	0.98946295	0.98946295	26	26	0	1	1	0
236	822325	0	42.86365752	-72.93889209	21.43092691	22.95081448	18.50363944	17.87257747	17.60810984	44	8	1	34	1	31	0	12	0	0	0	5.0418	0.995537308	736.8896265	0	0	0.003391646	0.001071046	0	1525.570518	1.525570518	0	0.995537308	0.995537308	0.995537308	0.995537308	0	0	0	0	0	0
237	822345	0	42.82977943	-72.76512019	20.1584924	21.76036642	17.60575404	16.99013047	16.69153863	22	3	0	34	1	19	0	0	0	0	0	6.606	0.910899183	557.1175482	0	0.021525886	0.361716621	0.036376022	0	993.0693563	0.993069356	1	0.910899183	0.910899183	0.910899183	0.910899183	0	0	0	1	1	0
238	822346	0	42.85065165	-72.77200748	22.44461956	23.86855424	19.37716582	18.74753641	18.46500643	62	22	3	34	1	34	1	25	0	0	0	5.1993	0.819456465	540.6699468	0.001384802	0.019560325	0.944954128	0.094512723	0	6229.82961	6.22982961	4	0.819456465	0.9	0.819456465	0.819456465	0	0	0	4	4	0
239	822367	0	42.81704989	-72.68333445	23.7796993	25.99570763	18.68860303	18.12323417	17.78584201	48	14	4	34	1	34	1	33	0	0	0	7.4925	0.913753754	482.7721044	0.001321321	0	0.205885886	0.032792793	0	2907.997136	2.907997136	5	0.913753754	0.913753754	0.913753754	0.913753754	0	0	0	5	5	0
240	822417	0	42.8600443	-72.95555863	20.0041134	21.67861209	16.87623204	16.28581196	16.01052963	12	2	0	34	1	19	0	0	0	0	0	1.4121	1	779.4513599	0	0	0	0	366	1567.307473	1.567307473	0	1	1	1	1	366	366	0	0	0	0
241	822508	0	42.82954653	-72.7286691	21.98709821	23.8423537	18.34754438	17.75117757	17.43860951	42	9	2	34	1	33	0	17	0	0	0	9.4833	0.903008446	501.9021972	0.032457056	0.018221505	0.476701148	0.028850717	0	5556.695452	5.556695452	6	0.903008446	0.903008446	0.903008446	0.903008446	0	0	0	6	6	0
242	822517	0	42.82402097	-72.74305177	20.06045643	21.54911038	17.57341593	16.95519678	16.66202509	24	3	0	33	0	19	0	0	0	0	0	8.289	0.978935939	485.0894384	0.000217155	0.020846906	0.063735071	0.013789359	0	3027.973028	3.027973028	3	0.978935939	0.978935939	0.978935939	0.978935939	0	0	0	3	3	0
243	822531	0	42.82162026	-72.71479175	24.76975135	26.70006212	19.74216355	19.12353427	18.83027042	66	30	10	34	1	34	1	34	1	0	0	1.2186	0.957902511	514.0985747	0	0	0.183161004	0.036927622	0	1696.787129	1.696787129	1	0.957902511	0.957902511	0.957902511	0.957902511	0	0	0	1	1	0
244	822539	0	42.81280535	-72.72125371	20.39862314	22.063063	17.89385529	17.28271083	16.97628229	30	4	1	34	1	24	0	1	0	0	0	34.4727	0.915855155	508.41809	0.009242096	0.022217581	0.392841292	0.036185155	0	543.337062	0.543337062	3	0.915855155	0.915855155	0.915855155	0.915855155	0	0	0	3	0	3
245	822543	0	42.8433245	-72.85755319	21.66131461	23.77447497	18.30217156	17.70963328	17.40807614	40	8	1	34	1	32	0	12	0	0	0	0.9783	0.713891444	556.6021727	0.001839926	0.031278749	2.051517939	0.135234591	3	2118.962143	2.118962143	3	0.713891444	0.9	0.8	0.713891444	3	3	0	3	3	0
246	822544	0	42.83831449	-72.84614367	21.72439623	23.48090024	18.29946231	17.6829414	17.39098877	40	8	1	34	1	33	0	15	0	0	0	1.4355	0.984326019	567.7335018	0	0	0.035109718	0.005015674	0	2403.145498	2.403145498	1	0.984326019	0.984326019	0.984326019	0.984326019	0	0	0	1	1	0
247	822545	0	42.81254483	-72.73209469	22.08954266	23.51242033	18.81184037	18.19811752	17.90476426	52	13	1	34	1	33	0	21	0	0	0	24.7005	0.9204591	511.9829454	0.000437238	0.02401166	0.358863181	0.038768446	0	1352.843707	1.352843707	0	0.9204591	0.9204591	0.9204591	0.9204591	0	0	0	0	0	0
248	822574	1	42.85223018	-72.89625937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.5422	0.896467891	677.2582822	0.026332981	0.055901683	0.654981388	0.036522433	0	1636.510451	1.636510451	0	0.896467891	0.9	0.896467891	0.896467891	0	0	0	0	0	0
249	822582	0	42.85086604	-72.91144284	19.97908613	21.78485973	17.42260683	16.79887231	16.51952239	22	2	0	33	0	18	0	0	0	0	0	2.0709	0.950890917	557.731045	0.019991308	0.001738375	0	0	0	2611.306908	2.611306908	0	0.950890917	0.950890917	0.950890917	0.950890917	0	0	0	0	0	0
250	822593	0	42.81599355	-72.74389721	20.96243028	22.2661596	18.31641249	17.69752501	17.39862285	40	6	1	34	1	30	0	5	0	0	0	15.5493	0.887133183	530.3646814	0.000578804	0.027030156	0.524975401	0.051976616	0	723.0054133	0.723005413	1	0.887133183	0.9	0.887133183	0.887133183	0	0	0	1	1	0
251	822609	0	42.81891417	-72.75499057	20.74954715	22.51315925	17.70996031	17.08155779	16.77834173	28	5	1	34	1	27	0	3	0	0	0	13.6062	0.876041804	538.1586681	0.000529171	0.023349649	0.583675089	0.058473343	1	2017.803521	2.017803521	4	0.876041804	0.9	0.876041804	0.876041804	1	1	0	4	4	0
252	822636	0	42.81442084	-72.69700279	22.26304978	23.87657139	19.49991499	18.89770784	18.59056797	65	23	3	34	1	34	1	20	0	0	0	0.9495	0.909952607	466.8565166	0	0	0.142180095	0.020853081	0	1473.329011	1.473329011	2	0.909952607	0.909952607	0.909952607	0.909952607	0	0	0	2	2	0
253	822662	0	42.8533251	-72.95466212	20.01802541	23.15958962	16.69125099	16.05726037	15.78533214	12	2	1	33	0	16	0	1	0	0	0	2.1636	0.997920133	777.1671158	0	0	0	0	9	2688.703509	2.688703509	0	0.997920133	0.997920133	0.997920133	0.997920133	9	9	0	0	0	0
254	822663	0	42.81420988	-72.70588281	21.02524043	23.13521353	17.94816747	17.32589123	17.03366146	32	6	1	34	1	28	0	7	0	0	0	1.8522	0.914480078	464.2048306	0	0.006316812	0.126822157	0.022837707	1	2013.107905	2.013107905	3	0.914480078	0.914480078	0.914480078	0.914480078	1	1	0	3	3	0
255	822667	0	42.81041408	-72.71552359	21.51535542	23.01015321	18.25256292	17.65980011	17.34848505	39	7	1	34	1	32	0	10	0	0	0	36.0927	0.917612149	507.7244328	0.00882727	0.02161933	0.387876219	0.036406254	0	559.6279892	0.559627989	1	0.917612149	0.917612149	0.917612149	0.917612149	0	0	0	1	0	1
256	822673	0	42.80430447	-72.66137655	21.43689009	22.72793687	18.49207693	17.90406425	17.59232986	44	8	1	34	1	32	0	10	0	0	0	12.8349	0.895308884	444.4175073	0.001402426	0.005749947	0.297174111	0.032045439	3	3952.616025	3.952616025	5	0.895308884	0.9	0.895308884	0.895308884	3	3	0	5	5	0
257	822678	0	42.80231574	-72.7014261	22.26887925	23.47847177	19.44191081	18.84734767	18.53288487	64	23	3	34	1	34	1	23	0	0	0	41.4144	0.9214621	500.5913684	0.00801895	0.019210709	0.355724096	0.035574583	0	722.7668457	0.722766846	0	0.9214621	0.9214621	0.9214621	0.9214621	0	0	0	0	0	0
258	822713	0	42.79836014	-72.66835566	20.52482384	21.75703731	18.05784396	17.45966875	17.15051955	35	4	0	34	1	24	0	0	0	0	0	46.7847	0.920724083	485.9684515	0.007098475	0.017255641	0.349710482	0.03537695	0	1452.482849	1.452482849	2	0.920724083	0.920724083	0.920724083	0.920724083	0	0	0	2	0	2
259	822719	0	42.86989478	-73.01912162	20.37002882	22.76712701	17.39603101	16.78785543	16.51583842	21	3	1	34	1	21	0	3	0	0	0	3.3066	0.973870441	694.567971	0.012248231	0.111322809	0.022863364	0.01306478	0	2067.022996	2.067022996	1	0.973870441	0.973870441	0.973870441	0.973870441	0	0	0	1	1	0
260	822720	0	42.8635297	-73.00431792	20.35617193	22.81674247	17.43695588	16.82898908	16.5478717	20	3	1	34	1	23	0	1	0	0	0	1.08	0.995	722.3349699	0	0.074166667	0	0	0	1165.749265	1.165749265	0	0.995	0.995	0.995	0.995	0	0	0	0	0	0
261	822721	0	42.80389172	-72.67891382	21.69024122	23.42600073	18.85658973	18.24553863	17.94967058	52	11	2	34	1	33	0	14	0	0	0	1.0395	0.961904762	355.8775358	0	0.001731602	0.029437229	0.004329004	12	1420.264438	1.420264438	1	0.961904762	0.961904762	0.961904762	0.961904762	12	12	0	1	1	0
262	822732	1	42.84510316	-72.88545596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414.6642	0.894556125	675.6501478	0.028339316	0.055439317	0.648676688	0.036224492	0	1830.569027	1.830569027	0	0.894556125	0.9	0.894556125	0.894556125	0	0	0	0	0	0
263	822733	0	42.83970991	-72.87408842	20.43687488	22.25698377	17.88270048	17.27517714	16.98347113	30	4	1	34	1	24	0	1	0	0	0	0.9819	0.778185151	499.1816489	0.083409716	0.009165903	0.148487626	0.010999083	0	1802.519516	1.802519516	0	0.778185151	0.9	0.8	0.778185151	0	0	0	0	0	0
264	822734	0	42.80105241	-72.71287531	20.60646765	22.23625155	18.10155444	17.49081958	17.1889326	38	5	1	34	1	25	0	1	0	0	0	39.1941	0.921812212	503.4702567	0.008473214	0.020000459	0.36708076	0.03575283	0	2543.574928	2.543574928	0	0.921812212	0.921812212	0.921812212	0.921812212	0	0	0	0	0	0
265	822735	0	42.80061934	-72.68824976	22.38770219	23.83996645	19.73476679	19.13045173	18.8252676	70	26	4	34	1	34	1	23	0	0	0	45.0891	0.921375676	491.7869944	0.007365416	0.017744865	0.353300465	0.035749217	0	3373.101502	3.373101502	6	0.921375676	0.921375676	0.921375676	0.921375676	0	0	0	6	0	6
266	822739	0	42.86385271	-72.98678585	19.6247721	21.47418983	16.76085964	16.14662787	15.86498126	11	2	0	31	0	10	0	0	0	0	0	1.2303	0.98024872	795.6217483	0.00658376	0.070958303	0	0	0	944.8382792	0.944838279	0	0.98024872	0.98024872	0.98024872	0.98024872	0	0	0	0	0	0
267	822740	0	42.85685878	-72.97878261	19.4514436	21.93115671	16.57641665	15.95675749	15.67669542	10	2	0	32	0	9	0	0	0	0	0	1.458	0.946296296	774.6261541	0	0	0.268518519	0.051851852	0	963.7753467	0.963775347	0	0.946296296	0.946296296	0.946296296	0.946296296	0	0	0	0	0	0
268	822744	0	42.80387684	-72.72927521	20.63468636	21.86478451	17.94343182	17.31936881	17.01852086	34	5	0	34	1	24	0	0	0	0	0	1.4238	0.984197219	483.1000139	0.009481669	0.002528445	0.053729456	0.013274336	0	1730.094958	1.730094958	1	0.984197219	0.984197219	0.984197219	0.984197219	0	0	0	1	1	0
269	822752	0	42.84829603	-72.94719299	22.73486652	25.09331135	19.24472158	18.63267116	18.34655455	60	26	4	34	1	34	1	26	0	0	0	1.485	1	682.4667374	0	0.032121212	0	0	0	1065.332003	1.065332003	0	1	1	1	1	0	0	0	0	0	0
270	822753	0	42.83093202	-72.81283121	22.03909112	23.87105202	19.55807909	18.98412128	18.67971869	65	22	3	34	1	34	1	18	0	0	0	1.6083	0.959149412	564.8135517	0.012870733	0.039731393	0.256295467	0.023503078	0	1841.92832	1.84192832	0	0.959149412	0.959149412	0.959149412	0.959149412	0	0	0	0	0	0
271	822754	0	42.83132399	-72.80199166	20.8838647	22.7943408	17.8288025	17.19879927	16.90870798	31	4	1	34	1	27	0	3	0	0	0	2.3913	0.788106887	560.7273018	0.004516372	0.068121942	0.363944298	0.03048551	0	4785.947859	4.785947859	4	0.788106887	0.9	0.8	0.788106887	0	0	0	4	4	0
272	822761	1	42.831748	-72.87448041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415.6947	0.894176664	675.2074585	0.028582996	0.055323534	0.647419368	0.036160673	0	130.8812768	0.130881277	0	0.894176664	0.9	0.894176664	0.894176664	0	0	0	0	0	0
273	822766	0	42.8309651	-72.8732034	19.97690801	21.72374196	17.41034035	16.79337133	16.49800582	18	2	0	33	0	18	0	0	0	0	0	8.7345	0.830705822	541.2352529	0.010819165	0.01236476	0.764348274	0.064811953	639	553.0221121	0.553022112	0	0.830705822	0.9	0.830705822	0.830705822	639	639	0	0	0	0
274	822767	0	42.8399134	-72.86598562	19.78877198	21.75188125	17.1657722	16.55707249	16.26659445	16	3	0	33	0	15	0	0	0	0	0	1.6299	0.74765323	524.941418	0.011043622	0.010491441	0.294864716	0.053561568	0	3099.69083	3.09969083	1	0.74765323	0.9	0.8	0.74765323	0	0	0	1	1	0
275	822768	0	42.80741028	-72.745399	19.80594916	21.27000881	17.34946842	16.74707382	16.44396084	22	2	0	33	0	16	0	0	0	0	0	1.503	0.980838323	484.6467991	0	0.065269461	0	0	0	2789.782862	2.789782862	0	0.980838323	0.980838323	0.980838323	0.980838323	0	0	0	0	0	0
276	822783	0	42.84384323	-72.93120316	22.62807426	24.49907436	19.56586696	18.94076648	18.65869833	66	25	3	34	1	34	1	26	0	0	0	5.0796	0.99751949	660.8001653	0	0.021793055	0	0	0	2320.561264	2.320561264	0	0.99751949	0.99751949	0.99751949	0.99751949	0	0	0	0	0	0
277	822791	0	42.83913409	-72.91950538	21.12931728	22.67747891	17.9297895	17.3074413	17.01979959	34	6	2	34	1	30	0	5	0	0	0	6.9111	0.995963016	658.8646287	0.000260451	0.016929288	0	0	0	166.0711674	0.166071167	0	0.995963016	0.995963016	0.995963016	0.995963016	0	0	0	0	0	0
278	822792	0	42.84630557	-72.92226854	20.71651361	22.45296828	17.5134249	16.88323132	16.59761411	25	3	2	34	1	27	0	1	0	0	0	1.3455	0.966555184	602.344515	0	0	0	0	0	779.7305779	0.779730578	0	0.966555184	0.966555184	0.966555184	0.966555184	0	0	0	0	0	0
279	822800	0	42.85811318	-73.01386666	21.16982343	22.66724844	17.51278289	16.88516627	16.61908455	24	4	2	34	1	30	0	5	0	0	0	4.5405	0.979781962	700.0258346	0.008919722	0.10604559	0.016650149	0.009514371	0	355.1118163	0.355111816	0	0.979781962	0.979781962	0.979781962	0.979781962	0	0	0	0	0	0
280	822807	0	42.83967536	-72.94825445	21.01626854	23.72218614	17.40753327	16.78610935	16.50394021	22	3	2	34	1	29	0	5	0	0	0	1.8585	1	701.525146	0	0	0	0	1	1202.43898	1.20243898	0	1	1	1	1	1	1	0	0	0	0
281	822808	0	42.81878432	-72.80332289	21.80323456	23.35542441	18.30066675	17.68284371	17.41331768	38	9	2	34	1	34	1	14	0	0	0	4.221	0.845415778	559.0597183	0.017270789	0.057142857	0.313006397	0.028358209	0	237.3392254	0.237339225	0	0.845415778	0.9	0.845415778	0.845415778	0	0	0	0	0	0
282	822814	0	42.86087706	-73.0304221	23.87988248	25.30416393	17.27842387	16.67034952	16.39859851	21	8	3	34	1	34	1	34	1	0	0	2.0853	0.977988779	700.1803622	0.009063444	0.141562365	0	0	0	2551.888839	2.551888839	0	0.977988779	0.977988779	0.977988779	0.977988779	0	0	0	0	0	0
283	822824	0	42.82078817	-72.7806546	21.41646198	23.25375387	18.44936152	17.83606015	17.53779917	43	9	2	34	1	32	0	10	0	0	0	3.5478	0.906900051	500.2041838	0.002283105	0.012430238	0.20268899	0.041603247	1	4258.562361	4.258562361	2	0.906900051	0.906900051	0.906900051	0.906900051	1	1	0	2	2	0
